row,col,data
78,6116,1.0
78,6228,1.0
78,6530,1.0
78,6954,1.0
78,6969,1.0
78,7263,1.0
78,8404,1.0
78,8507,1.0
78,8641,1.0
78,8937,1.0
78,9204,1.0
78,9205,1.0
78,9208,1.0
78,9470,1.0
78,12689,1.0
78,13269,1.0
78,14316,1.0
78,15687,1.0
78,15892,1.0
78,16096,1.0
78,16298,1.0
78,16373,1.0
78,16421,1.0
78,16613,1.0
78,17293,1.0
78,17369,1.0
78,17425,1.0
78,18230,1.0
78,18233,1.0
78,18234,1.0
78,18235,1.0
79,4030,1.0
79,5293,1.0
79,5301,1.0
79,5475,1.0
79,8473,1.0
79,15854,1.0
81,3105,1.0
81,3894,1.0
81,4396,1.0
81,4446,1.0
81,7600,1.0
81,9143,1.0
81,9147,1.0
81,14864,1.0
83,4264,1.0
84,2185,1.0
84,3566,1.0
84,5745,1.0
84,9446,1.0
84,16097,1.0
85,187,1.0
85,234,1.0
85,1535,1.0
85,2232,1.0
85,3094,1.0
85,3119,1.0
85,3430,1.0
85,3488,1.0
85,3835,1.0
85,4037,1.0
85,4067,1.0
85,4124,1.0
85,4141,1.0
85,4384,1.0
85,4410,1.0
85,4483,1.0
85,4485,1.0
85,4611,1.0
85,4693,1.0
85,4806,1.0
85,5181,1.0
85,5185,1.0
85,5299,1.0
85,5434,1.0
85,5455,1.0
85,5458,1.0
85,5463,1.0
85,5518,1.0
85,5558,1.0
85,5731,1.0
85,5827,1.0
85,5961,1.0
85,6136,1.0
85,6467,1.0
85,6640,1.0
85,7600,1.0
85,8038,1.0
85,8196,1.0
85,8478,1.0
85,8630,1.0
85,8710,1.0
85,8911,1.0
85,9126,1.0
85,9272,1.0
85,9302,1.0
85,9303,1.0
85,10809,1.0
85,11206,1.0
85,11221,1.0
85,11248,1.0
85,11733,1.0
85,11783,1.0
85,11833,1.0
85,12971,1.0
85,12980,1.0
85,14315,1.0
85,14858,1.0
85,15290,1.0
85,15860,1.0
85,16126,1.0
85,16219,1.0
85,16220,1.0
85,17580,1.0
85,17588,1.0
85,18078,1.0
85,18114,1.0
85,18137,1.0
85,18288,1.0
85,18323,1.0
88,4458,1.0
88,4512,1.0
88,5561,1.0
88,5740,1.0
88,6816,1.0
88,8506,1.0
88,9092,1.0
88,9217,1.0
88,11849,1.0
88,14232,1.0
88,14754,1.0
88,15103,1.0
88,15852,1.0
88,16178,1.0
89,2060,1.0
89,2936,1.0
89,3655,1.0
89,4693,1.0
89,5297,1.0
89,5693,1.0
89,5922,1.0
89,14778,1.0
89,14779,1.0
89,15760,1.0
90,5498,1.0
90,5700,1.0
90,8041,1.0
90,9128,1.0
90,9132,1.0
90,17367,1.0
91,11214,1.0
91,18329,1.0
94,696,1.0
94,1116,1.0
94,1783,1.0
94,4255,1.0
94,4418,1.0
94,4884,1.0
94,5074,1.0
94,6967,1.0
94,7662,1.0
94,8383,1.0
94,8384,1.0
94,9224,1.0
94,9230,1.0
94,10466,1.0
94,12819,1.0
94,14449,1.0
94,15968,1.0
94,16220,1.0
95,520,1.0
95,1212,1.0
95,4696,1.0
95,4844,1.0
95,4846,1.0
95,6648,1.0
95,7514,1.0
95,8418,1.0
95,8515,1.0
95,8635,1.0
95,9709,1.0
95,10067,1.0
95,10227,1.0
95,12355,1.0
95,12357,1.0
95,12358,1.0
95,13019,1.0
95,14839,1.0
95,15114,1.0
95,15119,1.0
95,15226,1.0
95,15299,1.0
96,4737,1.0
96,6560,1.0
96,8635,1.0
96,17746,1.0
96,17747,1.0
97,23,1.0
97,75,1.0
97,161,1.0
97,162,1.0
97,345,1.0
97,360,1.0
97,657,1.0
97,2656,1.0
97,3100,1.0
97,3104,1.0
97,3424,1.0
97,3593,1.0
97,3642,1.0
97,3815,1.0
97,4124,1.0
97,4125,1.0
97,4193,1.0
97,4365,1.0
97,4431,1.0
97,4481,1.0
97,4483,1.0
97,4487,1.0
97,4513,1.0
97,4762,1.0
97,4781,1.0
97,4906,1.0
97,4909,1.0
97,4924,1.0
97,5126,1.0
97,5154,1.0
97,5196,1.0
97,5299,1.0
97,5387,1.0
97,5460,1.0
97,5465,1.0
97,5499,1.0
97,5503,1.0
97,5664,1.0
97,5839,1.0
97,6167,1.0
97,6481,1.0
97,6776,1.0
97,6882,1.0
97,7006,1.0
97,7094,1.0
97,7443,1.0
97,7706,1.0
97,8468,1.0
97,8483,1.0
97,8856,1.0
97,9104,1.0
97,9303,1.0
97,9414,1.0
97,9714,1.0
97,10570,1.0
97,10830,1.0
97,12369,1.0
97,12372,1.0
97,12629,1.0
97,13208,1.0
97,14218,1.0
97,14754,1.0
97,15006,1.0
97,15515,1.0
97,15891,1.0
97,15903,1.0
97,15955,1.0
97,16158,1.0
97,16182,1.0
97,16225,1.0
97,18110,1.0
97,18150,1.0
97,18153,1.0
97,18186,1.0
98,8524,1.0
98,8666,1.0
98,9461,1.0
98,10055,1.0
98,18329,1.0
98,18330,1.0
99,7437,1.0
100,7708,1.0
101,194,1.0
101,4696,1.0
101,9477,1.0
101,10528,1.0
101,18137,1.0
101,18194,1.0
101,18196,1.0
102,227,1.0
102,6160,1.0
102,7581,1.0
102,7584,1.0
102,8417,1.0
102,9126,1.0
102,10215,1.0
102,16661,1.0
103,5650,1.0
103,5661,1.0
103,12409,1.0
104,8515,1.0
104,8555,1.0
104,9930,1.0
104,10077,1.0
104,10880,1.0
104,17237,1.0
104,18133,1.0
106,3971,1.0
107,9035,1.0
107,14846,1.0
109,5650,1.0
109,6039,1.0
111,232,1.0
111,1041,1.0
111,2775,1.0
111,2924,1.0
111,3898,1.0
111,4055,1.0
111,4088,1.0
111,4197,1.0
111,4220,1.0
111,4357,1.0
111,4538,1.0
111,4747,1.0
111,4748,1.0
111,4763,1.0
111,4770,1.0
111,4784,1.0
111,4790,1.0
111,4806,1.0
111,5065,1.0
111,5128,1.0
111,5137,1.0
111,5387,1.0
111,5418,1.0
111,5560,1.0
111,5562,1.0
111,5895,1.0
111,5897,1.0
111,6250,1.0
111,6746,1.0
111,6844,1.0
111,7195,1.0
111,7336,1.0
111,7457,1.0
111,7584,1.0
111,7672,1.0
111,7870,1.0
111,8084,1.0
111,8357,1.0
111,8483,1.0
111,8508,1.0
111,8526,1.0
111,8635,1.0
111,8667,1.0
111,8849,1.0
111,8982,1.0
111,9461,1.0
111,9711,1.0
111,10067,1.0
111,10163,1.0
111,10227,1.0
111,10449,1.0
111,10750,1.0
111,11189,1.0
111,11221,1.0
111,11309,1.0
111,12661,1.0
111,12760,1.0
111,13698,1.0
111,13918,1.0
111,13928,1.0
111,15119,1.0
111,15120,1.0
111,15235,1.0
111,15657,1.0
111,15757,1.0
111,15760,1.0
111,16350,1.0
111,17599,1.0
111,17955,1.0
111,18025,1.0
112,2289,1.0
112,4193,1.0
112,5372,1.0
112,6214,1.0
112,17783,1.0
113,189,1.0
113,192,1.0
113,194,1.0
113,197,1.0
113,4279,1.0
113,5130,1.0
113,5518,1.0
113,6404,1.0
113,7332,1.0
113,7640,1.0
113,8186,1.0
113,10067,1.0
113,10843,1.0
113,12747,1.0
113,13004,1.0
113,14954,1.0
113,17955,1.0
113,17995,1.0
115,5114,1.0
115,14403,1.0
117,6526,1.0
117,6782,1.0
117,10466,1.0
117,12469,1.0
117,17988,1.0
118,750,1.0
118,3569,1.0
118,4013,1.0
118,4014,1.0
118,4279,1.0
118,4280,1.0
118,4408,1.0
118,4502,1.0
118,4680,1.0
118,4762,1.0
118,4778,1.0
118,4790,1.0
118,5086,1.0
118,5523,1.0
118,6289,1.0
118,6530,1.0
118,6707,1.0
118,7494,1.0
118,8666,1.0
118,10003,1.0
118,12687,1.0
118,14190,1.0
118,15525,1.0
118,15909,1.0
118,17580,1.0
119,8481,1.0
119,10572,1.0
120,1168,1.0
120,3816,1.0
120,5519,1.0
120,5562,1.0
120,6183,1.0
120,7310,1.0
120,7496,1.0
120,14847,1.0
120,16373,1.0
121,8478,1.0
121,10469,1.0
121,11218,1.0
122,694,1.0
122,8478,1.0
122,15675,1.0
123,3633,1.0
123,4119,1.0
123,4314,1.0
123,5291,1.0
123,5472,1.0
123,5482,1.0
123,5494,1.0
123,7174,1.0
123,12187,1.0
123,16221,1.0
123,16383,1.0
123,17556,1.0
126,382,1.0
126,1023,1.0
126,1661,1.0
126,3101,1.0
126,3415,1.0
126,3568,1.0
126,4243,1.0
126,4657,1.0
126,4658,1.0
126,5142,1.0
126,5289,1.0
126,5686,1.0
126,7057,1.0
126,7063,1.0
126,9302,1.0
126,9467,1.0
126,10163,1.0
126,10192,1.0
126,10232,1.0
126,10829,1.0
126,14069,1.0
126,17291,1.0
126,17748,1.0
126,18093,1.0
126,18095,1.0
126,18096,1.0
127,3565,1.0
128,3834,1.0
128,4357,1.0
128,5840,1.0
128,7459,1.0
128,10142,1.0
128,14879,1.0
128,15496,1.0
128,16093,1.0
129,2586,1.0
129,5368,1.0
129,6292,1.0
129,7195,1.0
129,10067,1.0
129,11191,1.0
130,4200,1.0
130,5336,1.0
130,7659,1.0
130,8363,1.0
130,14689,1.0
133,5143,1.0
133,8725,1.0
135,725,1.0
136,1475,1.0
136,5590,1.0
136,13300,1.0
136,14083,1.0
136,17144,1.0
138,3852,1.0
138,4009,1.0
138,4179,1.0
138,4288,1.0
138,4310,1.0
138,5304,1.0
138,5839,1.0
138,7457,1.0
138,8666,1.0
138,10469,1.0
138,10915,1.0
138,15187,1.0
141,4368,1.0
141,4658,1.0
141,4726,1.0
141,5518,1.0
141,8899,1.0
141,15102,1.0
142,736,1.0
142,737,1.0
142,739,1.0
142,3847,1.0
142,5678,1.0
142,5693,1.0
142,6391,1.0
142,11254,1.0
142,16304,1.0
142,18332,1.0
145,225,1.0
145,6446,1.0
145,6778,1.0
145,12764,1.0
145,14546,1.0
145,14552,1.0
145,15148,1.0
147,197,1.0
147,3568,1.0
147,3569,1.0
147,3953,1.0
147,3970,1.0
147,5695,1.0
147,6738,1.0
147,7642,1.0
147,8957,1.0
147,9939,1.0
147,10080,1.0
147,10081,1.0
147,15253,1.0
148,4205,1.0
155,1558,1.0
155,3105,1.0
155,3111,1.0
155,3119,1.0
155,3568,1.0
155,4220,1.0
155,4984,1.0
155,5458,1.0
155,5525,1.0
155,6167,1.0
155,6806,1.0
155,8425,1.0
155,8473,1.0
155,8516,1.0
155,8935,1.0
155,10142,1.0
155,10227,1.0
155,14846,1.0
156,380,1.0
156,399,1.0
156,3542,1.0
156,4129,1.0
156,4279,1.0
156,5260,1.0
156,5562,1.0
156,5686,1.0
156,5887,1.0
156,6411,1.0
156,7655,1.0
156,7671,1.0
156,7887,1.0
156,8505,1.0
156,8606,1.0
156,8638,1.0
156,8940,1.0
156,9106,1.0
156,10160,1.0
156,10163,1.0
156,10167,1.0
156,10284,1.0
156,10572,1.0
156,11246,1.0
156,12532,1.0
156,13838,1.0
156,15100,1.0
156,15112,1.0
156,15250,1.0
156,18213,1.0
158,2113,1.0
158,2289,1.0
158,2519,1.0
158,2575,1.0
158,3119,1.0
158,4037,1.0
158,4513,1.0
158,4806,1.0
158,5097,1.0
158,5114,1.0
158,5518,1.0
158,6028,1.0
158,6374,1.0
158,6831,1.0
158,7795,1.0
158,8943,1.0
158,9303,1.0
158,10533,1.0
158,10825,1.0
158,11214,1.0
158,12531,1.0
158,14771,1.0
158,14852,1.0
158,15118,1.0
158,15706,1.0
158,15955,1.0
158,16211,1.0
158,17595,1.0
158,17955,1.0
158,18098,1.0
159,372,1.0
159,4410,1.0
159,5518,1.0
159,5678,1.0
159,6404,1.0
159,7659,1.0
159,7661,1.0
159,8445,1.0
159,17752,1.0
160,433,1.0
160,970,1.0
160,1943,1.0
160,5681,1.0
160,6606,1.0
160,6623,1.0
160,6793,1.0
160,9049,1.0
160,12433,1.0
160,16398,1.0
161,1193,1.0
161,2519,1.0
161,3565,1.0
161,5181,1.0
161,5455,1.0
161,8724,1.0
161,8725,1.0
161,10055,1.0
161,10124,1.0
161,10732,1.0
161,12340,1.0
161,15801,1.0
163,8380,1.0
167,203,1.0
167,4010,1.0
167,4057,1.0
167,4306,1.0
167,5039,1.0
167,6880,1.0
167,10908,1.0
167,16266,1.0
167,17367,1.0
167,17595,1.0
168,11948,1.0
168,12108,1.0
169,3050,1.0
169,4100,1.0
169,4221,1.0
169,4279,1.0
169,6228,1.0
169,6844,1.0
169,6869,1.0
169,7584,1.0
169,7937,1.0
169,9948,1.0
170,256,1.0
170,588,1.0
170,1023,1.0
170,2301,1.0
170,2788,1.0
170,3876,1.0
170,3879,1.0
170,4151,1.0
170,4504,1.0
170,4634,1.0
170,4658,1.0
170,4711,1.0
170,4726,1.0
170,5113,1.0
170,5143,1.0
170,5280,1.0
170,5331,1.0
170,5455,1.0
170,5562,1.0
170,5721,1.0
170,5753,1.0
170,6135,1.0
170,6280,1.0
170,7192,1.0
170,7651,1.0
170,7655,1.0
170,7656,1.0
170,7672,1.0
170,8309,1.0
170,8635,1.0
170,9709,1.0
170,9712,1.0
170,10067,1.0
170,10068,1.0
170,11393,1.0
170,17140,1.0
170,17955,1.0
171,6831,1.0
171,8675,1.0
171,8752,1.0
171,10958,1.0
171,12619,1.0
171,12647,1.0
171,14319,1.0
171,16256,1.0
172,504,1.0
172,1023,1.0
172,3623,1.0
172,8030,1.0
172,8627,1.0
172,9057,1.0
172,15513,1.0
172,15664,1.0
174,4591,1.0
174,7295,1.0
177,2444,1.0
177,2598,1.0
177,3568,1.0
177,3658,1.0
177,3805,1.0
177,3806,1.0
177,3885,1.0
177,4343,1.0
177,4359,1.0
177,4611,1.0
177,5006,1.0
177,5842,1.0
177,6925,1.0
177,8186,1.0
177,9048,1.0
177,9655,1.0
177,10224,1.0
177,15119,1.0
177,17342,1.0
178,4970,1.0
178,13075,1.0
179,2379,1.0
179,3841,1.0
179,4035,1.0
179,4123,1.0
179,4193,1.0
179,4728,1.0
179,5934,1.0
179,7437,1.0
179,8254,1.0
179,8481,1.0
179,9229,1.0
179,9947,1.0
179,11254,1.0
179,13388,1.0
179,16661,1.0
180,4526,1.0
180,4527,1.0
180,5051,1.0
180,8478,1.0
180,10227,1.0
180,17934,1.0
180,18154,1.0
180,18156,1.0
180,18167,1.0
181,5551,1.0
184,390,1.0
184,442,1.0
184,1262,1.0
184,2198,1.0
184,3313,1.0
184,3897,1.0
184,4053,1.0
184,4480,1.0
184,4489,1.0
184,4778,1.0
184,5051,1.0
184,5113,1.0
184,5139,1.0
184,5184,1.0
184,5196,1.0
184,5213,1.0
184,5510,1.0
184,5659,1.0
184,6391,1.0
184,6827,1.0
184,6883,1.0
184,7174,1.0
184,7883,1.0
184,7888,1.0
184,8505,1.0
184,8627,1.0
184,8666,1.0
184,8982,1.0
184,9013,1.0
184,9314,1.0
184,9967,1.0
184,10055,1.0
184,10227,1.0
184,11253,1.0
184,14353,1.0
184,14893,1.0
184,14973,1.0
184,15341,1.0
184,16303,1.0
184,16306,1.0
184,18183,1.0
185,5013,1.0
185,7446,1.0
185,9242,1.0
185,10693,1.0
185,13241,1.0
185,16374,1.0
186,44,1.0
188,619,1.0
188,3575,1.0
188,4778,1.0
188,4844,1.0
188,5196,1.0
188,7354,1.0
188,7678,1.0
188,11752,1.0
188,14227,1.0
188,16306,1.0
189,724,1.0
189,725,1.0
189,5653,1.0
189,7197,1.0
189,9477,1.0
193,187,1.0
193,194,1.0
193,410,1.0
193,3516,1.0
193,4992,1.0
193,5276,1.0
193,5281,1.0
193,5294,1.0
193,5538,1.0
193,6289,1.0
193,6398,1.0
193,6956,1.0
193,7457,1.0
193,7673,1.0
193,8668,1.0
193,15720,1.0
193,16396,1.0
193,17661,1.0
193,17870,1.0
194,4018,1.0
194,4184,1.0
194,7978,1.0
194,8478,1.0
194,15819,1.0
195,2301,1.0
195,5130,1.0
195,7696,1.0
195,9224,1.0
195,10692,1.0
195,14305,1.0
195,14725,1.0
195,16185,1.0
198,725,1.0
199,1432,1.0
199,3620,1.0
199,5128,1.0
199,5895,1.0
199,5897,1.0
199,8626,1.0
199,9126,1.0
199,14101,1.0
200,657,1.0
200,3568,1.0
200,3569,1.0
200,3894,1.0
200,5113,1.0
200,5202,1.0
200,5516,1.0
200,8306,1.0
200,9344,1.0
200,15112,1.0
200,15119,1.0
200,15687,1.0
201,4844,1.0
201,5372,1.0
201,5611,1.0
201,10232,1.0
201,14852,1.0
201,15892,1.0
201,17836,1.0
202,7220,1.0
202,8257,1.0
202,8492,1.0
202,10037,1.0
202,10829,1.0
202,12898,1.0
202,15583,1.0
202,17765,1.0
204,5196,1.0
204,6235,1.0
204,9168,1.0
204,10163,1.0
204,10167,1.0
204,18343,1.0
205,4123,1.0
205,4193,1.0
205,4194,1.0
205,16226,1.0
207,3747,1.0
207,4410,1.0
207,5510,1.0
207,5570,1.0
207,6289,1.0
207,6429,1.0
207,8984,1.0
207,10124,1.0
207,14215,1.0
207,14879,1.0
207,15188,1.0
207,15784,1.0
207,17098,1.0
209,234,1.0
209,256,1.0
209,2587,1.0
209,3547,1.0
209,5372,1.0
209,5679,1.0
209,5904,1.0
209,6167,1.0
209,6229,1.0
209,6281,1.0
209,6751,1.0
209,9199,1.0
209,9204,1.0
209,9205,1.0
209,9206,1.0
209,9711,1.0
209,9836,1.0
209,9840,1.0
209,10287,1.0
209,11901,1.0
209,11902,1.0
209,12469,1.0
209,12859,1.0
209,12891,1.0
209,14196,1.0
209,14353,1.0
209,15223,1.0
209,15496,1.0
209,16584,1.0
209,16664,1.0
209,17866,1.0
212,1556,1.0
212,4512,1.0
212,4513,1.0
212,4687,1.0
212,4771,1.0
212,5143,1.0
212,6374,1.0
212,6375,1.0
212,6648,1.0
212,10227,1.0
213,727,1.0
213,3635,1.0
213,3636,1.0
213,5736,1.0
213,6943,1.0
213,9270,1.0
214,1896,1.0
214,2287,1.0
214,12938,1.0
214,13156,1.0
215,4769,1.0
215,6157,1.0
215,7883,1.0
215,10292,1.0
216,233,1.0
216,1464,1.0
216,1648,1.0
216,1673,1.0
216,1886,1.0
216,3566,1.0
216,3572,1.0
216,3655,1.0
216,4221,1.0
216,4343,1.0
216,4630,1.0
216,5611,1.0
216,5926,1.0
216,6234,1.0
216,6302,1.0
216,7465,1.0
216,7488,1.0
216,7493,1.0
216,7495,1.0
216,7594,1.0
216,8008,1.0
216,8429,1.0
216,10174,1.0
216,11327,1.0
216,12653,1.0
216,14774,1.0
216,15243,1.0
216,15861,1.0
216,16644,1.0
216,17610,1.0
216,17614,1.0
216,18038,1.0
219,17945,1.0
220,1686,1.0
220,2289,1.0
220,17363,1.0
221,3633,1.0
221,5589,1.0
221,10227,1.0
221,16221,1.0
222,864,1.0
222,914,1.0
222,1554,1.0
222,1665,1.0
222,2301,1.0
222,4018,1.0
222,4696,1.0
222,5113,1.0
222,5275,1.0
222,5553,1.0
222,6201,1.0
222,7114,1.0
222,7661,1.0
222,7748,1.0
222,7824,1.0
222,10967,1.0
222,11989,1.0
222,13206,1.0
222,13210,1.0
222,13576,1.0
222,14632,1.0
222,17490,1.0
224,4102,1.0
224,5114,1.0
224,5281,1.0
224,6365,1.0
224,6954,1.0
224,6956,1.0
224,8911,1.0
224,10067,1.0
224,10068,1.0
224,11300,1.0
224,11782,1.0
224,11783,1.0
225,5488,1.0
225,6636,1.0
225,8666,1.0
227,823,1.0
227,11833,1.0
228,256,1.0
228,694,1.0
228,1041,1.0
